"","star_results.CbriggsaeAligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep2Aligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep3Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep1Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep2Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid_rep3Aligned.sortedByCoord.out.bam"
"WBGene00034832__Cni-tag-18",2621,3028,2211,671,1041,742,1343,1139,1005,3206,4671,3387
"WBGene00034833__Cni-fkh-2",4,0,0,0,0,18,2,0,2,0,0,0
"WBGene00034834__Cni-F47B7.2",398,236,238,186,200,162,106,184,149,358,458,172
"WBGene00034835__Cni-marg-1",290,404,190,96,74,74,272,588,246,214,380,210
"WBGene00034837__Cni-F35A5.4",4,16,0,0,2,0,12,4,0,74,0,8
"WBGene00034838__Cni-F35A5.5",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034839__Cni-abu-10",0,0,0,0,0,0,0,0,0,18,0,0
"WBGene00034840__Cni-erp-1",104,224,74,58,84,40,146,120,114,116,180,38
"WBGene00034841__Cni-F35A5.2",886,1110,1064,98,146,161,66,104,116,125,28,38
"WBGene00034842__Cni-F35A5.1",1160,909,774,20,46,12,372,360,302,64,408,100
"WBGene00034843__Cni-fkh-9",422,454,332,157,98,154,446,424,315,496,454,290
"WBGene00034845__Cni-ttr-48",656,724,568,86,180,222,560,824,444,550,652,502
"WBGene00034846__Cni-ceh-18",128,114,114,106,42,12,138,182,85,168,284,154
"WBGene00034847__Cni-lim-4",0,0,18,0,6,8,4,8,10,2,10,0
"WBGene00089072__Cnig_chr_X.g23972",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034848__Cnig_chr_X.g23973",0,0,6,0,0,0,0,0,0,0,0,0
"WBGene00034850__Cnig_chr_X.g23976",12,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034851__Cnig_chr_X.g23977",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034852__Cni-F47F2.1",150,186,152,118,100,26,122,230,176,122,348,28
"WBGene00034853__Cni-F47F2.3",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034854__Cni-sup-12",138,196,118,80,58,126,126,188,164,148,272,76
"WBGene00089073__Cnig_chr_X.g23981",40,20,38,0,18,0,8,0,14,0,22,0
"WBGene00034855__Cni-T22B2.6",0,0,0,0,0,0,0,12,0,0,0,0
"WBGene00034856__Cni-T19D2.1",22,56,22,12,22,20,88,0,34,96,0,12
"WBGene00270750__Cni-T19D2.3",26,31,8,20,48,32,30,12,10,106,52,70
"WBGene00034858__Cni-T19D2.2",244,285,213,124,96,128,230,333,296,198,464,180
"WBGene00034859__Cni-lin-18",70,162,102,124,98,156,116,174,184,186,102,74
"WBGene00034860__Cnig_chr_X.g23989",0,0,0,0,0,0,2,0,0,0,0,0
"WBGene00034862__Cni-C16B8.3",253,376,244,126,216,158,218,382,148,464,814,332
"WBGene00034863__Cni-C16B8.4",22,28,0,0,22,0,12,30,50,44,8,14
"WBGene00034864__Cni-R02E12.5",78,40,96,6,26,0,58,154,62,24,58,22
"WBGene00034865__Cnig_chr_X.g23994",0,42,0,16,0,12,2,8,0,60,0,10
"WBGene00303416__Cni-R02E12.4",10,28,0,0,0,0,4,18,0,0,16,0
"WBGene00034868__Cni-hrg-1",902,998,682,268,210,267,680,518,548,996,889,585
"WBGene00034868__Cnig_chr_X.g24001",902,998,682,268,210,267,680,518,548,996,889,585
"WBGene00034868__Cnig_chr_X.g24002",902,998,682,268,210,267,680,518,548,996,889,585
"WBGene00034869__Cni-acr-10",0,4,0,18,2,0,2,0,2,0,0,0
"WBGene00034870__Cni-T06F4.1",68,66,42,6,28,42,48,24,97,70,95,98
"WBGene00034871__Cni-clh-4",52,28,60,46,32,32,32,16,12,80,80,0
"WBGene00034872__Cni-R02E4.1",0,6,64,0,0,0,12,0,0,0,0,0
"WBGene00034875__Cni-R02E4.2",10,4,0,8,0,4,18,50,42,28,0,2
"WBGene00034876__Cni-F09F9.2",0,0,0,0,14,0,0,18,0,0,0,0
"WBGene00034877__Cni-F09F9.1",14,0,38,6,0,38,28,56,54,80,0,0
"WBGene00034878__Cni-F09F9.5",52,0,0,0,0,0,0,0,10,0,0,0
"WBGene00034879__Cni-F09F9.3",0,17,11,0,0,0,0,18,20,36,0,18
"WBGene00034880__Cni-F09F9.4",14,14,26,14,8,0,2,26,2,0,0,22
"WBGene00034882__Cni-ZK470.2",327,463,596,252,224,143,197,486,187,776,637,187
"WBGene00034883__Cni-nck-1",140,120,60,66,32,46,176,120,106,250,218,92
"WBGene00034884__Cni-ZK470.1",16,16,0,0,0,0,0,2,0,0,0,0
"WBGene00034885__Cni-ZK470.14",10,30,26,0,9,0,18,18,20,8,0,16
"WBGene00034887__Cni-ZK470.6",0,0,0,0,0,12,0,14,4,0,0,0
"WBGene00034888__Cni-mrp-6",44,46,82,8,22,0,76,100,28,16,140,40
"WBGene00034889__Cnig_chr_X.g24030",1198,1776,1007,1700,1533,1521,2116,1561,1618,1821,2004,1421
"WBGene00034890__Cni-F20B6.4",0,22,16,0,6,0,2,0,0,0,36,0
"WBGene00034891__Cnig_chr_X.g24033",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034892__Cnig_chr_X.g24034",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034894__Cnig_chr_X.g24036",37,22,10,0,0,0,4,0,2,0,0,0
"WBGene00034895__Cni-hpk-1",1195,1052,1090,208,116,61,744,1012,782,626,1200,400
"WBGene00034896__Cni-rab-37",30,40,52,12,34,0,24,16,4,6,70,24
"WBGene00034897__Cni-F48D6.4",958,1038,858,636,726,910,1513,1878,1114,1338,2570,1120
"WBGene00034898__Cni-hlh-13",0,0,0,0,0,0,8,0,0,0,0,10
"WBGene00034900__Cni-taf-11.1",34,116,66,0,28,14,48,82,8,31,0,26
"WBGene00034902__Cni-C52B9.4",256,378,345,102,62,92,240,485,381,220,366,86
"WBGene00034903__Cni-coel-1",280,425,434,148,182,290,431,685,444,634,418,416
"WBGene00034904__Cni-mec-18",36,34,36,16,0,10,6,6,34,8,36,30
"WBGene00034905__Cni-C52B9.10",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034906__Cni-twk-28",58,86,74,44,11,24,138,88,112,44,38,0
"WBGene00034907__Cni-ets-9",94,108,96,64,18,40,158,122,135,56,234,46
"WBGene00034908__Cni-ets-10",14,4,0,0,0,12,6,34,28,26,44,0
"WBGene00034909__Cni-cka-2",94,82,40,52,10,38,64,116,100,4,96,36
"WBGene00034910__Cnig_chr_X.g24056",234,342,150,224,314,180,264,334,290,424,332,272
"WBGene00304224__Cnig_chr_X.g24057",444,304,518,30,36,54,410,521,326,127,48,116
"WBGene00034912__Cnig_chr_X.g24060",14,14,28,20,2,0,12,26,0,0,0,32
"WBGene00034913__Cni-C24A8.5",18,10,0,10,4,0,12,16,22,0,0,4
"WBGene00034914__Cnig_chr_X.g24062",94,144,82,48,12,26,112,110,88,62,50,42
"WBGene00034915__Cni-F14H12.3",70,140,36,22,88,22,96,68,54,228,150,220
"WBGene00034918__Cni-col-165",0,0,0,0,0,0,4,34,0,0,0,0
"WBGene00089082__Cnig_chr_X.g24068",70,20,44,22,0,0,26,38,18,14,0,0
"WBGene00089083__Cnig_chr_X.g24069",0,0,8,0,0,0,0,0,0,0,0,0
"WBGene00089084__Cnig_chr_X.g24070",34,24,38,2,10,0,20,0,0,16,128,86
"WBGene00034919__Cni-F14H12.7",28,10,32,0,0,0,0,0,0,0,0,0
"WBGene00271351__Cnig_chr_X.g24072",10,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034920__Cni-F14H12.8",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00089085__Cnig_chr_X.g24074",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00089086__Cnig_chr_X.g24075",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034921__Cnig_chr_X.g24076",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034922__Cnig_chr_X.g24077",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00089090__Cnig_chr_X.g24082",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00271352__Cnig_chr_X.g24089",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00271353__Cni-R160.10",9,0,21,0,0,0,20,14,0,0,0,0
"WBGene00271353__Cnig_chr_X.g24091",9,0,21,0,0,0,20,14,0,0,0,0
"WBGene00034927__Cnig_chr_X.g24092",0,16,42,2,0,0,30,20,0,0,0,0
"WBGene00034930__Cnig_chr_X.g23683",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00089098__Cnig_chr_X.g23703",92,82,22,0,6,0,14,58,38,0,0,0
"WBGene00271354__Cnig_chr_X.g23706",12,0,0,0,0,0,0,0,0,0,0,10
"WBGene00089099__Cnig_chr_X.g23708",38,28,0,0,0,0,0,0,14,0,0,0
"WBGene00034940__Cnig_chr_X.g23711",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00089101__Cnig_chr_X.g23712",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034941__Cnig_chr_X.g23713",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034942__Cnig_chr_X.g23715",0,0,0,0,0,0,0,0,8,0,0,0
"WBGene00089102__Cnig_chr_X.g24096",16,32,0,0,0,0,29,3,2,36,52,0
"WBGene00271356__Cnig_chr_X.g24097",0,16,0,0,0,0,12,0,0,20,0,0
"WBGene00089103__Cnig_chr_X.g24098",34,38,30,0,0,2,8,8,4,4,0,0
"WBGene00034944__Cni-lst-2",376,210,256,192,148,148,206,308,234,468,652,294
"WBGene00034945__Cni-dpy-23",258,298,284,125,182,176,228,301,204,286,604,220
"WBGene00034946__Cnig_chr_X.g24103",16,26,22,4,2,0,14,2,10,12,0,12
"WBGene00034947__Cnig_chr_X.g24104",26,20,0,8,20,4,12,50,56,62,54,4
"WBGene00034948__Cni-F15A8.6",118,142,170,76,6,88,114,186,158,64,120,50
"WBGene00271357__Cni-F15A8.1",8,0,0,0,0,0,0,16,0,0,0,0
"WBGene00034949__Cni-mltn-13",0,14,30,0,0,0,0,0,6,0,0,0
"WBGene00034950__Cni-aps-2",76,112,124,2,60,26,104,92,62,102,150,56
"WBGene00034951__Cni-atg-16.1",102,99,54,0,28,8,88,157,60,50,252,10
"WBGene00034952__Cnig_chr_X.g24111",6,28,16,0,0,0,49,88,100,0,0,24
"WBGene00034953__Cni-nmur-3",12,8,18,0,0,0,44,96,16,0,0,0
"WBGene00034954__Cnig_chr_X.g24113",2884,4312,2122,2372,2860,2043,2760,2637,1788,2419,2952,2104
"WBGene00034955__Cni-ncr-1",286,272,259,54,34,50,198,328,205,290,194,126
"WBGene00089104__Cni-F46H6.5",0,4,0,0,0,0,2,30,0,16,0,10
"WBGene00034956__Cni-dgk-2",212,202,252,140,124,54,172,376,246,333,304,143
"WBGene00034957__Cni-rhi-1",172,334,254,138,254,176,358,236,366,396,689,471
"WBGene00089105__Cnig_chr_X.g24120",0,16,0,0,0,20,10,8,22,0,0,14
"WBGene00089106__Cnig_chr_X.g24121",6,10,8,0,0,0,26,0,0,0,0,0
"WBGene00271358__Cnig_chr_X.g24122",0,0,0,12,10,18,0,0,2,0,0,0
"WBGene00034959__Cni-C07A12.7",300,348,268,6,52,66,327,424,246,210,280,26
"WBGene00034960__Cni-pdi-2",4719,5037,4905,3835,4410,2815,3289,2815,2435,4906,4745,3041
"WBGene00034961__Cni-nhr-35",86,48,80,30,20,10,158,260,189,34,64,42
"WBGene00034962__Cni-C07A12.2",132,167,152,40,26,24,106,210,122,36,18,50
"WBGene00271359__Cni-C07A12.18",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00034963__Cni-ham-2",58,80,48,28,8,4,60,90,98,120,234,66
"WBGene00034968__Cnig_chr_X.g24132",288,136,170,0,4,0,70,124,112,68,56,66
"WBGene00034969__Cni-C05E11.3",56,30,27,0,48,4,34,21,26,16,10,10
"WBGene00034970__Cni-C05E11.7",0,8,0,0,0,0,6,0,0,0,0,0
"WBGene00034971__Cni-C05E11.2",12,12,0,0,0,0,0,0,0,0,0,0
"WBGene00034972__Cni-lnp-1",140,142,66,36,82,16,52,63,88,116,224,96
"WBGene00034973__Cni-flp-12",326,448,174,312,418,250,226,448,344,726,1174,604
"WBGene00089109__Cnig_chr_X.g24140",34,0,42,0,0,0,28,10,0,0,0,0
"WBGene00034975__Cnig_chr_X.g24145",334,210,342,30,8,18,192,324,259,74,144,106
"WBGene00089114__Cnig_chr_X.g24149",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00089116__Cnig_chr_X.g24151",0,0,0,0,0,0,0,2,0,0,0,0
"WBGene00034977__Cnig_chr_X.g24156",36,128,102,14,20,30,78,142,108,66,72,8
"WBGene00034978__Cni-C46C11.2",42,82,74,0,14,48,26,28,6,18,0,0
"WBGene00034979__Cni-hosl-1",92,166,114,106,60,6,84,80,90,78,90,80
"WBGene00034980__Cni-ent-5",2,20,0,0,0,0,0,0,0,0,0,0
"WBGene00034981__Cni-ceh-1",0,6,8,4,0,0,6,16,2,6,40,8
"WBGene00034982__Cni-nhr-45",214,450,312,148,154,140,438,262,489,620,718,342
"WBGene00034984__Cni-F16H11.1",64,84,65,36,8,6,228,126,254,22,230,18
"WBGene00034985__Cni-tmem-135",60,94,42,54,44,28,94,132,52,32,70,28
"WBGene00034986__Cni-flp-11",294,288,186,104,52,109,298,214,314,361,412,132
"WBGene00271361__Cni-K02G10.15",14,0,18,4,16,0,86,22,48,58,114,34
"WBGene00034987__Cni-K02G10.5",2,52,30,8,4,10,48,52,52,44,2,24
"WBGene00034988__Cni-hyl-2",196,180,110,66,110,92,268,273,210,194,142,84
"WBGene00034989__Cni-aqp-8",212,208,244,830,970,890,2188,2580,1913,1828,1711,1153
"WBGene00034990__Cni-dhhc-10",14,54,79,4,18,16,49,78,38,66,6,30
"WBGene00034991__Cni-dnj-14",182,98,74,62,44,14,130,186,198,98,280,94
"WBGene00034992__Cni-glit-1",74,52,32,10,12,0,34,16,38,0,92,0
"WBGene00034994__Cni-F55D10.4",50,16,8,4,0,2,46,22,8,40,0,0
"WBGene00034995__Cni-acc-3",26,12,0,4,10,28,20,64,50,96,122,58
"WBGene00034996__Cni-aman-1",84,66,54,4,24,36,30,0,4,12,2,20
"WBGene00034998__Cni-lon-2",182,148,122,44,60,24,144,268,150,102,164,20
"WBGene00089119__Cnig_chr_X.g24183",0,0,20,0,0,0,0,0,0,0,0,0
"WBGene00034999__Cni-mls-2",4,10,10,8,6,0,0,0,0,20,0,0
"WBGene00035001__Cni-npr-1",0,0,12,0,0,14,16,16,20,16,118,12
"WBGene00035002__Cni-hum-10",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035003__Cni-F43C9.2",300,368,196,162,82,74,618,882,610,330,397,234
"WBGene00035004__Cni-F43C9.1",66,92,80,20,0,20,19,0,14,2,0,0
"WBGene00035004__Cni-mig-13",66,92,80,20,0,20,19,0,14,2,0,0
"WBGene00035006__Cni-ztf-16",8,40,28,2,16,6,64,200,74,3,88,68
"WBGene00035009__Cni-F39C12.1",340,234,385,26,47,58,257,524,378,88,236,56
"WBGene00035010__Cnig_chr_X.g24196",24,0,10,0,0,0,6,8,32,0,0,0
"WBGene00035011__Cni-add-1",36,68,14,48,28,36,30,96,28,64,42,44
"WBGene00035012__Cni-ntc-1",18,20,26,0,0,0,40,4,0,14,34,14
"WBGene00035013__Cni-tsp-14",92,44,56,34,24,12,102,138,132,80,54,8
"WBGene00035014__Cni-arrd-23",0,0,0,0,0,10,18,16,6,60,0,42
"WBGene00035015__Cni-T07F12.2",26,54,18,0,0,4,52,86,18,0,0,0
"WBGene00035016__Cni-T07F12.1",36,56,14,18,32,6,54,10,60,18,64,0
"WBGene00035017__Cni-T07F12.4",60,94,58,64,68,20,106,68,64,168,208,72
"WBGene00035018__Cni-K05B2.2",53,90,36,18,2,12,74,101,56,36,34,42
"WBGene00035019__Cni-ifa-4",230,146,280,126,154,56,436,346,384,324,288,284
"WBGene00035020__Cni-K05B2.4",0,6,48,0,0,0,12,35,6,2,28,0
"WBGene00035021__Cni-mct-4",292,266,240,284,264,186,284,426,263,316,560,267
"WBGene00035023__Cni-tyra-3",38,6,12,34,0,0,16,24,0,40,0,2
"WBGene00035025__Cni-M03F4.6",58,78,52,0,2,10,79,8,56,36,6,8
"WBGene00035026__Cni-calu-1",510,568,392,358,511,338,434,532,436,822,1162,536
"WBGene00035029__Cni-ZC8.6",66,108,90,26,38,12,82,216,56,68,194,30
"WBGene00035029__Cni-lfi-1",66,108,90,26,38,12,82,216,56,68,194,30
"WBGene00035029__Cnig_chr_X.g24217",66,108,90,26,38,12,82,216,56,68,194,30
"WBGene00035030__Cni-set-30",44,36,0,10,78,32,38,45,40,60,252,40
"WBGene00035032__Cni-hsd-3",0,12,0,2,0,0,56,30,14,0,0,0
"WBGene00089126__Cnig_chr_X.g24221",0,0,8,0,0,0,14,0,8,0,0,0
"WBGene00089127__Cnig_chr_X.g24222",0,0,0,0,0,0,0,0,16,0,0,0
"WBGene00270746__Cni-ZC449.7",6,39,10,0,0,16,0,18,14,0,0,4
"WBGene00270747__Cni-ZC449.8",40,26,50,0,2,0,14,10,0,0,0,10
"WBGene00035034__Cni-sek-3",108,164,120,18,36,36,120,142,170,110,104,72
"WBGene00035035__Cni-ZC449.2",0,8,14,0,2,2,0,0,0,0,0,0
"WBGene00035036__Cni-ZC449.1",0,0,0,0,0,0,10,0,0,0,0,0
"WBGene00035037__Cni-ZC449.4",185,164,102,22,42,32,138,239,119,40,26,26
"WBGene00035038__Cni-ZC449.5",140,198,74,82,86,56,124,156,150,352,610,190
"WBGene00035039__Cni-Y64H9A.2",0,0,0,0,0,0,0,0,2,0,0,0
"WBGene00089129__Cnig_chr_X.g24231",14,64,72,10,72,12,34,82,50,70,54,42
"WBGene00035040__Cni-C24H10.3",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00089131__Cnig_chr_X.g24233",6,30,0,6,0,0,14,28,10,14,16,0
"WBGene00035041__Cni-C24H10.2",52,94,76,0,0,0,56,50,46,0,0,0
"WBGene00035042__Cni-C24H10.1",28,46,6,18,20,0,8,0,3,0,20,0
"WBGene00035043__Cni-cal-5",408,334,166,126,250,99,282,257,257,405,284,268
"WBGene00035044__Cni-ets-5",18,0,0,0,4,0,28,4,4,24,0,0
"WBGene00035045__Cni-pnk-4",226,265,120,46,44,80,114,148,92,32,128,0
"WBGene00035046__Cni-acn-1",0,4,0,0,6,0,24,1,52,16,2,22
"WBGene00035047__Cnig_chr_X.g24240",518,743,396,36,14,20,4,0,0,0,72,30
"WBGene00035048__Cni-C42D8.9",0,20,0,0,0,0,0,0,2,14,0,0
"WBGene00035049__Cni-C42D8.1",59,94,96,78,20,64,72,248,168,108,126,34
"WBGene00035050__Cni-apl-1",1912,1763,1763,1102,974,626,1649,2191,1528,2924,3807,2592
"WBGene00035051__Cnig_chr_X.g24244",0,8,0,0,0,0,0,4,0,0,0,0
"WBGene00035052__Cni-tbc-7",218,392,298,66,128,54,220,344,180,284,354,109
"WBGene00089141__Cni-C31H2.14",0,0,0,0,0,0,16,16,10,10,0,0
"WBGene00035053__Cni-dpy-8",2,20,0,22,0,8,0,16,10,0,46,0
"WBGene00035054__Cni-C31H2.3",46,26,12,0,12,0,6,32,2,0,0,0
"WBGene00035055__Cni-C31H2.4",42,74,20,24,86,41,72,24,52,54,2,58
"WBGene00035056__Cni-EGAP5.1",12,24,14,0,10,40,2,18,16,0,0,8
"WBGene00035057__Cni-mans-3",298,310,158,46,122,50,90,198,218,34,114,24
"WBGene00035057__Cni-T03G11.10",298,310,158,46,122,50,90,198,218,34,114,24
"WBGene00035059__Cni-T03G11.3",8,4,0,0,0,0,14,18,0,0,0,0
"WBGene00035060__Cni-T03G11.6",36,112,52,6,0,0,16,12,50,20,33,36
"WBGene00271846__Cnig_chr_X.g24257",16,0,10,0,0,0,12,23,0,0,0,0
"WBGene00035062__Cni-sru-48",0,0,0,0,0,0,6,0,0,42,30,14
"WBGene00089144__Cnig_chr_X.g24260",190,208,132,102,56,148,102,138,158,130,350,74
"WBGene00035063__Cni-T03G11.9",20,66,16,16,6,12,16,18,10,34,6,8
"WBGene00035064__Cni-zig-6",116,110,74,78,4,2,152,390,208,250,436,98
"WBGene00035065__Cni-pqn-62",120,152,119,14,22,14,140,230,213,52,46,28
"WBGene00035067__Cni-H28G03.1",92,118,48,14,14,46,152,320,174,58,104,46
"WBGene00089145__Cnig_chr_X.g24268",100,124,42,4,0,0,90,162,78,10,0,0
"WBGene00035069__Cni-mtm-5",276,234,164,62,46,6,194,148,166,146,386,32
"WBGene00035070__Cni-Y34B4A.7",38,64,90,24,22,12,98,92,82,30,34,0
"WBGene00035071__Cni-Y34B4A.10",54,40,118,16,20,2,14,136,92,30,42,18
"WBGene00035072__Cni-Y34B4A.6",1138,1258,898,372,724,442,1304,1432,1216,1041,1365,886
"WBGene00255554__Cni-Y34B4A.9",604,592,554,330,320,258,760,1010,515,422,687,298
"WBGene00035075__Cni-Y34B4A.5",1,0,0,0,1,0,0,0,0,0,0,10
"WBGene00035076__Cnig_chr_X.g24276",10,38,24,16,14,8,0,0,6,70,10,0
"WBGene00035077__Cnig_chr_X.g24277",58,104,82,12,26,8,72,66,20,74,278,52
"WBGene00035078__Cni-Y34B4A.8",152,142,122,38,11,18,88,182,101,74,262,66
"WBGene00035078__Cni-hst-6",152,142,122,38,11,18,88,182,101,74,262,66
"WBGene00035080__Cni-Y34B4A.2",54,68,12,12,6,0,22,18,18,34,14,22
"WBGene00035081__Cni-vps-41",86,67,112,22,12,14,66,48,24,64,158,10
"WBGene00035082__Cni-ags-3",324,277,338,94,58,24,232,542,307,496,474,290
"WBGene00035083__Cni-ift-81",22,14,0,0,4,12,50,16,14,6,1,0
"WBGene00035084__Cni-sto-2",0,14,0,18,8,4,6,86,32,0,78,14
"WBGene00035085__Cni-C26B9.5",600,838,420,204,208,212,356,208,394,423,387,180
"WBGene00035086__Cnig_chr_X.g24288",40,70,22,0,0,0,0,0,0,0,0,0
"WBGene00035087__Cnig_chr_X.g24291",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035089__Cnig_chr_X.g24293",74,132,152,14,36,84,128,112,222,120,58,98
"WBGene00035090__Cni-C26B9.3",8,20,0,6,6,26,22,12,12,16,0,18
"WBGene00035091__Cni-C26B9.2",4,16,0,6,2,0,18,0,16,6,0,0
"WBGene00035092__Cni-C26B9.7",0,0,0,0,0,0,0,0,6,0,0,0
"WBGene00035093__Cni-C26B9.1",244,246,216,44,84,46,262,114,164,120,214,44
"WBGene00035094__Cni-syx-3",108,158,60,24,16,28,112,86,78,62,0,44
"WBGene00089147__Cnig_chr_X.g24299",46,40,16,0,0,0,0,0,4,0,0,0
"WBGene00035095__Cni-pfn-2",214,488,308,77,90,130,204,188,171,164,309,92
"WBGene00035096__Cni-chtl-1",164,234,32,34,38,40,48,86,40,94,290,92
"WBGene00035097__Cni-F35C8.5",322,545,393,180,238,302,252,445,388,488,914,299
"WBGene00035098__Cni-jkk-1",12,16,48,0,16,0,28,50,18,46,0,0
"WBGene00035099__Cnig_chr_X.g24306",116,80,56,2,8,20,158,274,102,48,28,30
"WBGene00035101__Cni-C03F11.2",0,22,0,0,0,0,2,12,10,6,0,0
"WBGene00035102__Cni-scav-1",260,482,368,46,36,90,292,374,308,99,128,22
"WBGene00035103__Cni-C03F11.4",241,317,184,76,58,18,72,100,128,74,32,76
"WBGene00035104__Cni-C41A3.2",116,160,134,32,26,0,92,104,92,34,90,68
"WBGene00035105__Cni-C41A3.1",76,48,82,0,0,0,62,42,44,0,0,0
"WBGene00035106__Cni-C25F6.7",50,44,16,20,32,36,50,10,20,66,0,56
"WBGene00035107__Cni-C25F6.8",20,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035108__Cni-C25F6.6",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035109__Cni-ddr-1",117,158,166,7,0,18,173,76,150,69,90,58
"WBGene00035110__Cni-dpyd-1",1252,1522,1050,840,931,692,1240,770,914,1182,1574,710
"WBGene00035111__Cni-dlg-1",422,360,444,146,176,145,382,348,454,415,252,224
"WBGene00035112__Cni-C25F6.1",69,166,94,22,4,4,62,112,44,12,34,12
"WBGene00035113__Cni-bus-8",0,0,4,10,0,0,6,10,0,0,62,4
"WBGene00035114__Cni-T23F2.2",94,136,124,50,18,20,138,212,148,52,138,68
"WBGene00035117__Cnig_chr_X.g24771",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035119__Cnig_chr_X.g24333",18,0,32,0,6,0,18,64,40,44,0,0
"WBGene00035119__Cnig_chr_X.g24334",18,0,32,0,6,0,18,64,40,44,0,0
"WBGene00035121__Cni-unc-97",470,482,226,160,280,165,366,338,392,569,626,462
"WBGene00035122__Cni-sulp-2",80,106,104,6,0,16,246,490,322,38,8,30
"WBGene00035123__Cni-F14D12.1",66,64,70,12,16,8,92,72,88,116,78,80
"WBGene00035124__Cni-octr-1",34,6,18,6,0,0,8,24,0,0,0,0
"WBGene00035125__Cni-T21F4.1",518,770,350,184,211,224,260,428,446,363,454,387
"WBGene00035126__Cni-Y57G11A.5",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00271362__Cnig_chr_X.g24341",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035129__Cni-srv-7",0,0,0,0,0,0,0,2,4,0,0,0
"WBGene00035130__Cni-T22B7.3",116,50,176,52,32,36,2,18,0,122,186,38
"WBGene00035132__Cni-egl-13",60,16,32,16,52,22,34,102,66,28,126,22
"WBGene00035133__Cnig_chr_X.g24352",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035134__Cnig_chr_X.g24351",0,0,0,0,0,0,4,0,0,0,0,0
"WBGene00035138__Cnig_chr_X.g24353",8,0,0,0,0,0,2,0,0,0,0,0
"WBGene00035140__Cnig_chr_X.g24355",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035141__Cni-W01C8.1",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00035142__Cni-W01C8.5",24,72,16,38,24,26,128,118,118,170,186,78
"WBGene00035143__Cni-cat-1",66,126,40,0,4,0,22,52,26,42,24,12
"WBGene00035144__Cni-cyp-43A1",126,164,178,30,61,62,330,182,180,150,216,78
"WBGene00035145__Cnig_chr_X.g24362",0,0,10,0,0,0,0,0,0,0,0,0
"WBGene00035146__Cni-C41G11.1",0,8,4,22,13,24,0,12,0,6,58,0
"WBGene00035147__Cni-rgs-6",142,134,72,2,42,16,106,164,80,135,138,82
"WBGene00035149__Cni-gnrr-4",52,8,60,4,32,18,40,12,26,34,2,12
"WBGene00035150__Cni-tag-294",48,42,56,6,4,0,36,30,16,52,28,20
"WBGene00035151__Cni-C54H2.4",0,8,0,10,0,0,0,20,12,8,44,0
"WBGene00035152__Cni-sym-3",4,12,64,0,8,8,38,64,33,0,6,14
"WBGene00035153__Cni-sft-4",584,654,434,419,318,460,360,363,383,709,750,614
"WBGene00089165__Cni-tag-257",144,98,62,26,42,24,28,78,12,100,90,24
"WBGene00035154__Cni-F46G11.6",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00271699__Cnig_chr_X.g24374",62,16,0,0,0,0,42,14,26,8,0,0
